F0distalX,F0distalY,F0distalZ,F0IntermediateX,F0IntermediateY,F0IntermediateZ,F0ProximalX,F0ProximalY,F0ProximalZ,F0TipDistanceToPalm,F1distalX,F1distalY,F1distalZ,F1IntermediateX,F1IntermediateY,F1IntermediateZ,F1ProximalX,F1ProximalY,F1ProximalZ,F1TipDistanceToPalm,F2distalX,F2distalY,F2distalZ,F2IntermediateX,F2IntermediateY,F2IntermediateZ,F2ProximalX,F2ProximalY,F2ProximalZ,F2TipDistanceToPalm,F3distalX,F3distalY,F3distalZ,F3IntermediateX,F3IntermediateY,F3IntermediateZ,F3ProximalX,F3ProximalY,F3ProximalZ,F3TipDistanceToPalm,F4distalX,F4distalY,F4distalZ,F4IntermediateX,F4IntermediateY,F4IntermediateZ,F4ProximalX,F4ProximalY,F4ProximalZ,F4TipDistanceToPalm,grabAngle,pinchDistance,armPitch,armYaw,armRoll,class 
-0.9013711,-0.30543497,-0.3069849,-0.8921462,-0.3474601,-0.28869843,-0.7780618,-0.61033326,-0.14870508,70.572586,0.8529419,-0.03867808,0.5205708,0.9900056,-0.023150146,-0.13911498,-0.025780052,0.02993679,-0.9992193,43.89757,0.77037305,0.122489095,0.62571687,0.9987458,0.02714634,-0.04206893,0.03560126,-0.15121952,-0.98785883,38.6428,0.7818828,0.022983767,0.62300175,0.98995686,-0.13929205,-0.024147183,0.0067999363,-0.20371342,-0.97900677,35.935387,0.8335791,-0.046427324,0.5504457,0.94268584,-0.32068634,-0.09221405,-0.11771619,-0.31735903,-0.9409708,35.583378,3.1415927,34.21841,2.8863013,1.7629117,1.6215183,alph
-0.8996788,-0.3210163,-0.2958489,-0.89089066,-0.35815418,-0.27935535,-0.7760451,-0.614692,-0.14109458,70.885826,0.86343753,-0.040562198,0.5028223,0.987397,-0.024749786,-0.15631527,-0.038402617,0.030690834,-0.998791,44.293137,0.7773874,0.10371482,0.6204129,0.9988617,0.0056779385,-0.04736361,0.028419137,-0.14896037,-0.9884347,38.899246,0.7857024,0.0011773631,0.6186037,0.98632395,-0.16260633,-0.026910633,7.699728E-4,-0.20020875,-0.9797529,35.83282,0.83284295,-0.06976781,0.5490948,0.934574,-0.34374607,-0.0917055,-0.12283942,-0.312565,-0.94192016,35.279724,3.1415927,35.091953,2.8927476,1.7577115,1.6188177,alph
-0.90175414,-0.31769162,-0.29310656,-0.89581704,-0.34384197,-0.2815752,-0.7782651,-0.61260426,-0.13791099,70.407845,0.8677979,-0.040520266,0.4952624,0.9859051,-0.02448593,-0.16550407,-0.038710594,0.030709878,-0.99877846,44.515465,0.7754417,0.102911465,0.6229762,0.9990011,0.0047964454,-0.0444279,0.03231156,-0.14873664,-0.9883488,38.853317,0.7858079,6.2502176E-4,0.61847025,0.9862729,-0.16303247,-0.026193887,0.0044507086,-0.2007037,-0.97964185,35.87231,0.83232224,-0.072148316,0.54957664,0.9338894,-0.34600043,-0.09018946,-0.117949635,-0.31384724,-0.94211876,35.24691,3.1415927,35.29168,2.9681232,1.7706898,1.6062831,alph
-0.90068585,-0.32680818,-0.28628922,-0.8955876,-0.3483945,-0.27666628,-0.77682257,-0.61551666,-0.132987,70.56098,0.8684697,-0.039828435,0.4941396,0.98562753,-0.023733541,-0.16725689,-0.03467697,0.030463278,-0.99893415,44.57131,0.7716092,0.10747877,0.6269512,0.9991411,0.010020629,-0.040207624,0.03744933,-0.14917226,-0.98810184,38.731094,0.7845048,0.0017640889,0.6201204,0.9865047,-0.16195534,-0.024061441,0.008532107,-0.201399,-0.97947216,35.87492,0.830671,-0.07253299,0.55201876,0.9338654,-0.3468749,-0.087024,-0.11323404,-0.3152025,-0.94224477,35.195534,3.1415927,35.563858,3.0176806,1.7806753,1.5973213,alph
-0.90313834,-0.3286093,-0.2763276,-0.89949954,-0.3439477,-0.269445,-0.782508,-0.6095613,-0.12694876,70.11944,0.8634809,-0.037905663,0.50295526,0.986727,-0.02186039,-0.16090965,-0.02251321,0.029750034,-0.9993038,44.437084,0.76276505,0.11546083,0.6362847,0.99938273,0.019435868,-0.029261291,0.04782912,-0.1497402,-0.9875679,38.42078,0.7803578,0.008165628,0.6252801,0.9876876,-0.15544249,-0.017625064,0.017603755,-0.20330252,-0.9789577,35.84903,0.8300634,-0.06165056,0.55425084,0.93796647,-0.3362654,-0.08452451,-0.1038619,-0.31953067,-0.9418667,35.31863,3.1415927,35.244797,3.0797713,1.7889166,1.5845155,alph
-0.910915,-0.31838498,-0.26242107,-0.9059477,-0.33961886,-0.25281963,-0.7951709,-0.59513867,-0.116245866,69.18448,0.86224055,-0.034229398,0.5053408,0.9870198,-0.01808934,-0.15957654,-3.0884147E-4,0.02857384,-0.9995918,44.477455,0.7467063,0.13256377,0.65181005,0.9991476,0.0404187,-0.008382976,0.07459,-0.150222,-0.9858345,37.91827,0.767688,0.028172106,0.6402041,0.9908943,-0.13464008,6.2572956E-4,0.04595831,-0.20856796,-0.97692746,35.843903,0.8187107,-0.055970557,0.5714719,0.9398023,-0.3351888,-0.06648299,-0.07273364,-0.32906485,-0.941502,35.112213,3.1415927,34.81199,-3.0974762,1.8271449,1.5592258,alph
-0.9237554,-0.24472094,-0.29459754,-0.91010207,-0.3212366,-0.2617652,-0.8001076,-0.58737075,-0.12175116,68.096825,0.8629693,-0.03359902,0.5041379,0.98700756,-0.017456472,-0.15972254,0.0033509731,0.028395414,-0.9995911,44.50223,0.74363947,0.054783,0.6663327,0.99858767,-0.050044104,0.017837495,0.079600155,-0.14323905,-0.98648167,37.89716,0.754393,-0.034558743,0.65551275,0.9779675,-0.20708296,0.026382357,0.05065319,-0.20369224,-0.9777237,34.76956,0.76985323,-0.15016696,0.6203031,0.8954639,-0.44512784,-0.0023193061,-0.056471497,-0.32474977,-0.9441124,32.394943,3.1415927,34.3292,-3.0154333,1.8630592,1.5326536,alph
-0.9311781,-0.2059409,-0.3008253,-0.9139158,-0.31662238,-0.2539851,-0.812088,-0.57077074,-0.121383235,67.11333,0.8808578,-0.035498545,0.47204807,0.9820837,-0.018980652,-0.18748686,-0.010888845,0.029113963,-0.99951684,45.19252,0.7484665,0.05377563,0.6609888,0.9986404,-0.05112672,0.010180414,0.07975668,-0.14324506,-0.98646826,38.14941,0.75925887,-0.036751278,0.6497502,0.9778495,-0.20838505,0.019645125,0.05065328,-0.20369232,-0.9777237,34.979485,0.7914669,-0.13003281,0.59721994,0.90861744,-0.41661602,-0.029077321,-0.05994621,-0.32612473,-0.943424,33.33098,3.1415927,34.494884,-2.9287667,1.867958,1.504717,alph
-0.9377717,-0.15012436,-0.31312463,-0.9155154,-0.3215353,-0.24175748,-0.8121685,-0.5730966,-0.10928278,66.578995,0.89272195,-0.037090585,0.449079,0.97669554,-0.02002129,-0.21369381,-0.022334069,0.029740423,-0.9993081,45.799202,0.7361586,0.056321934,0.67446154,0.9983443,-0.048099115,0.031546414,0.08086935,-0.14329003,-0.98637116,37.47954,0.74922234,-0.0322505,0.661533,0.97806513,-0.20456684,0.03925678,0.05065322,-0.20369205,-0.9777238,34.421284,0.7479273,-0.18118066,0.63857514,0.8755339,-0.4826355,0.022438586,-0.054942876,-0.32185495,-0.9451935,31.373346,3.1415927,35.678352,-2.8508964,1.8845518,1.4740264,alph
-0.93543094,-0.09506674,-0.34048718,-0.9026245,-0.36364597,-0.2302843,-0.8088934,-0.57643294,-0.11582975,67.23686,0.8952341,-0.03621514,0.44412217,0.9765977,-0.019219011,-0.21421374,-0.01768294,0.029480487,-0.99940896,45.861816,0.74079096,0.055372,0.6694498,0.9983413,-0.048081204,0.031671524,0.08086917,-0.14329003,-0.9863712,37.5324,0.7508841,-0.03298977,0.6596096,0.9780655,-0.20429714,0.040627003,0.05065325,-0.20369214,-0.97772384,34.41206,0.7491043,-0.18249744,0.6368184,0.87597334,-0.4816763,0.025666565,-0.054942906,-0.3218551,-0.9451934,31.345724,3.1415927,35.6119,-2.8456836,1.8942811,1.4689424,alph
-0.9336875,-0.14486533,-0.327478,-0.9023324,-0.35954568,-0.23774579,-0.8131597,-0.56807774,-0.12672347,67.52096,0.893771,-0.0365445,0.44703245,0.98058057,-0.020158589,-0.19507742,-0.019332051,0.0295714,-0.9993757,45.481785,0.74601877,0.15370801,0.6479428,0.9977801,0.066227466,-0.006982386,0.08093071,-0.15167934,-0.985111,37.821938,0.7716874,0.06266964,0.63290703,0.9955666,-0.09386504,-0.006038487,0.049383074,-0.21190938,-0.97604084,36.36789,0.82604045,-0.027324282,0.56294817,0.94991785,-0.30304706,-0.07627961,-0.060607344,-0.3353737,-0.9401337,35.804905,3.1415927,34.590725,-2.9148407,1.873649,1.498829,alph
-0.93091923,-0.17597425,-0.32003498,-0.91007954,-0.32365778,-0.25884497,-0.8131528,-0.5668012,-0.1323588,67.1435,0.8885921,-0.029386953,0.45775577,0.982026,-0.013076514,-0.18829206,-0.019082218,0.028286502,-0.99941766,45.19551,0.74451387,0.15387484,0.6496318,0.99778056,0.06620355,-0.0071336627,0.080169976,-0.1517388,-0.985164,37.797928,0.77025694,0.06316211,0.634598,0.99556506,-0.093877465,-0.006097287,0.049383253,-0.21190956,-0.9760408,36.351337,0.83430934,0.005224474,0.5512718,0.95931077,-0.26684016,-0.09229848,-0.06466755,-0.33724177,-0.9391943,36.574646,3.1415927,34.293377,-2.9414556,1.8621355,1.5100414,alph
-0.9291829,-0.20072591,-0.31036773,-0.9137624,-0.30688262,-0.26619786,-0.811692,-0.5692657,-0.13073802,67.044136,0.8869221,-0.03719154,0.46041924,0.9815324,-0.020763263,-0.19016579,-0.02189985,0.029715583,-0.9993185,45.28493,0.7429618,0.15404758,0.6513655,0.99776995,0.066572934,-0.0048122406,0.0783934,-0.15187806,-0.9852854,37.698547,0.76810634,0.063899264,0.6371259,0.9956676,-0.092966676,-0.0017637014,0.049383163,-0.21190952,-0.9760408,36.233852,0.82964575,-0.008131795,0.55823076,0.955729,-0.2821927,-0.08336127,-0.06699765,-0.33534002,-0.9397118,36.18318,3.1415927,34.32881,-2.9485152,1.8530154,1.5141664,alph
-0.929366,-0.20026404,-0.31011787,-0.9102255,-0.32374215,-0.25822642,-0.80966413,-0.57273144,-0.12815084,67.44118,0.8888499,-0.037585557,0.45665443,0.9806576,-0.021061808,-0.1945953,-0.024549544,0.029866144,-0.99925244,45.383755,0.7442614,0.15137924,0.65050715,0.9979729,0.0634207,-0.0052832365,0.07723799,-0.15174146,-0.98539776,37.72709,0.7675801,0.05676049,0.6384349,0.99489003,-0.10095206,0.0016213953,0.04944107,-0.21131447,-0.97616684,36.09675,0.8249925,-0.02416671,0.564627,0.9510851,-0.299953,-0.07392797,-0.06648776,-0.33391905,-0.940254,35.77125,3.1415927,34.662582,-2.9545083,1.8548979,1.5155774,alph
-0.92770576,-0.2184722,-0.30270815,-0.9068502,-0.33824193,-0.25142643,-0.8070735,-0.57699925,-0.1253179,67.95951,0.8799256,-0.035252333,0.47380194,0.9839796,-0.019046187,-0.17726102,-0.00927043,0.029029459,-0.99953556,44.998035,0.74434656,0.14958812,0.65082383,0.9981054,0.061356112,-0.0046093166,0.08090705,-0.15131296,-0.9851693,37.766647,0.7696965,0.048085958,0.6365968,0.9938562,-0.11068037,-1.643002E-4,0.049509287,-0.21067414,-0.9763019,36.098446,0.8205781,-0.044586867,0.5697926,0.9442543,-0.32235688,-0.066857815,-0.064353526,-0.33268604,-0.9408393,35.342632,3.1415927,34.40485,-2.9425924,1.8547268,1.512014,alph
