F0distalX,F0distalY,F0distalZ,F0IntermediateX,F0IntermediateY,F0IntermediateZ,F0ProximalX,F0ProximalY,F0ProximalZ,F0TipDistanceToPalm,F1distalX,F1distalY,F1distalZ,F1IntermediateX,F1IntermediateY,F1IntermediateZ,F1ProximalX,F1ProximalY,F1ProximalZ,F1TipDistanceToPalm,F2distalX,F2distalY,F2distalZ,F2IntermediateX,F2IntermediateY,F2IntermediateZ,F2ProximalX,F2ProximalY,F2ProximalZ,F2TipDistanceToPalm,F3distalX,F3distalY,F3distalZ,F3IntermediateX,F3IntermediateY,F3IntermediateZ,F3ProximalX,F3ProximalY,F3ProximalZ,F3TipDistanceToPalm,F4distalX,F4distalY,F4distalZ,F4IntermediateX,F4IntermediateY,F4IntermediateZ,F4ProximalX,F4ProximalY,F4ProximalZ,F4TipDistanceToPalm,grabAngle,pinchDistance,armPitch,armYaw,armRoll,class 
-0.39222482,0.8034104,-0.44798625,-0.72508824,0.42662698,-0.540589,-0.86375654,-0.007571399,-0.50385255,51.28345,-0.61731887,-0.011279941,-0.7866322,-0.71877104,-0.01731208,-0.6950314,-0.8710542,-0.027637243,-0.49040908,88.37487,-0.56992,-0.13559139,-0.8104359,-0.7345575,-0.117432326,-0.6683076,-0.8815335,-0.08936116,-0.46358752,93.658775,0.8694874,0.02393791,0.49337488,0.98793274,-0.11411601,-0.10472043,-0.011676729,-0.2067177,-0.97833097,37.339317,0.9141486,-0.0012482405,0.4053775,0.9542109,-0.23173772,-0.18915406,-0.12449235,-0.331071,-0.9353576,37.116196,2.1558483,56.809948,2.8059988,2.114054,1.778383,taa
-0.4467286,0.762002,-0.4688139,-0.74872404,0.38026753,-0.54296297,-0.86598706,-0.03817165,-0.49860746,51.666737,-0.64296,-0.014621109,-0.76576024,-0.74401814,-0.020969182,-0.66783035,-0.8843407,-0.031009644,-0.465811,88.81327,-0.54396975,-0.13618383,-0.82798016,-0.71553826,-0.118233085,-0.6884954,-0.8780956,-0.08814582,-0.47029617,93.30692,0.8607756,0.027901053,0.5082195,0.98897237,-0.11244261,-0.09638679,-0.01668518,-0.20625713,-0.97835565,36.95767,0.9076328,0.0060681105,0.4197211,0.9561188,-0.22885472,-0.1829279,-0.13123749,-0.3298735,-0.93485844,36.93868,2.1641307,56.19152,2.7838209,2.0916152,1.7820613,taa
-0.49065202,0.7238703,-0.485049,-0.7619941,0.3490476,-0.5454635,-0.8657717,-0.063501984,-0.49639398,52.15374,-0.6706977,-0.011077821,-0.7416481,-0.76259375,-0.016438603,-0.646669,-0.8906661,-0.025088757,-0.45396528,89.02694,-0.5347073,-0.131852,-0.8346875,-0.7071641,-0.113153815,-0.6979364,-0.8814723,-0.080031216,-0.46540505,93.157394,0.8507797,0.032295078,0.5245292,0.99008334,-0.110498115,-0.0867465,-0.016179323,-0.20630395,-0.97835416,36.616867,0.9008141,0.01254487,0.43402362,0.95758414,-0.22707035,-0.17740183,-0.13084623,-0.329943,-0.93488866,36.8116,2.1669488,55.725525,2.7673566,2.080977,1.7871351,taa
-0.5035225,0.7114948,-0.4901431,-0.76374197,0.3419183,-0.54753083,-0.8641571,-0.06830171,-0.49856532,52.42875,-0.66411537,-0.008322269,-0.74758375,-0.7557369,-0.013390392,-0.65473855,-0.8867215,-0.02184081,-0.4617876,88.87089,-0.5478999,-0.12927419,-0.82649493,-0.71787333,-0.10987449,-0.6874486,-0.8838996,-0.07732427,-0.46124005,93.343925,0.84894556,0.03308466,0.5274436,0.99028885,-0.11011782,-0.08486557,-0.013387561,-0.20656094,-0.9783421,36.593353,0.90037274,0.01254037,0.43493885,0.9574008,-0.22760269,-0.17771043,-0.12734997,-0.33056435,-0.93515205,36.830578,2.16639,55.419266,2.7675552,2.074429,1.7838025,taa
-0.50007415,0.714839,-0.48880565,-0.7612805,0.34809402,-0.54706717,-0.8643551,-0.06455609,-0.49872136,52.351173,-0.6878827,-0.003906995,-0.72581136,-0.7736725,-0.00824362,-0.6335322,-0.8924753,-0.0154057145,-0.45083332,89.04974,-0.57307214,-0.1289852,-0.8092905,-0.7331119,-0.11004433,-0.6711463,-0.89086187,-0.078171045,-0.44749787,93.66337,0.85126555,0.03208518,0.52375364,0.9900527,-0.110554725,-0.087026015,-0.016181313,-0.20630363,-0.9783543,36.629787,0.90167844,0.011535615,0.4322534,0.9574318,-0.22740315,-0.177798,-0.12920843,-0.3302344,-0.9350136,36.83465,2.1488671,55.896458,2.7788868,2.0747015,1.7770678,taa
-0.5029403,0.71195894,-0.49006686,-0.76212347,0.34489897,-0.5479165,-0.86356896,-0.06434658,-0.5001082,52.461086,-0.6939337,-0.0035784543,-0.72003,-0.77833855,-0.007820487,-0.62779605,-0.8951981,-0.014852136,-0.4454207,89.11823,-0.5873141,-0.12825501,-0.7991326,-0.7385456,-0.10995749,-0.6651764,-0.89327383,-0.07832277,-0.4426371,93.80319,0.8520042,0.031765133,0.52257055,0.9901082,-0.11045265,-0.08652128,-0.015730567,-0.20634523,-0.97835284,36.63715,0.90211326,0.011270434,0.4313521,0.95772976,-0.22692382,-0.17680329,-0.13042127,-0.33001852,-0.9349214,36.822624,2.1417902,56.122257,2.779968,2.07598,1.7770191,taa
-0.50859165,0.7060604,-0.49276075,-0.7615001,0.34277773,-0.55011,-0.8614738,-0.063160926,-0.5038588,52.69947,-0.6914015,-0.005417615,-0.72245044,-0.775114,-0.009781361,-0.6317458,-0.8953226,-0.017222077,-0.44508517,89.11704,-0.59251076,-0.12738785,-0.7954266,-0.7426121,-0.10890797,-0.66080743,-0.8955433,-0.07718229,-0.43822974,93.8787,0.85601395,0.03001374,0.51608086,0.98910433,-0.11222084,-0.09528512,-0.021571629,-0.20580268,-0.97835577,36.78942,0.90564394,0.008890241,0.4239458,0.95593584,-0.22843492,-0.18440261,-0.13863343,-0.32855368,-0.9342555,36.886227,2.1369617,56.36548,2.8019779,2.0614183,1.7573324,taa
-0.5069531,0.70702654,-0.49306428,-0.76034534,0.34110084,-0.55274343,-0.85915565,-0.06539062,-0.5075193,52.89753,-0.66941726,-0.0027537346,-0.74288166,-0.75698984,-0.0070554316,-0.6533888,-0.8897927,-0.014877737,-0.45612264,88.80312,-0.58894,-0.12471542,-0.79849595,-0.738268,-0.10600656,-0.66612554,-0.8933535,-0.07374087,-0.443263,93.79706,0.86663043,0.025252074,0.49831146,0.98632365,-0.11648981,-0.11660057,-0.031477146,-0.20486626,-0.9782838,37.244045,0.9133503,0.002813667,0.4071652,0.9509727,-0.23312274,-0.20323588,-0.15102583,-0.32632583,-0.93311465,37.0851,2.1354432,56.157177,2.7935271,2.0225859,1.745082,taa
-0.5123365,0.70150983,-0.495374,-0.7616003,0.3364257,-0.5538795,-0.85829586,-0.06837118,-0.50857997,53.039482,-0.64570534,-0.0028427541,-0.7635814,-0.7373901,-0.007351637,-0.67542714,-0.88129723,-0.015780956,-0.47229877,88.509865,-0.5811165,-0.1267494,-0.8038895,-0.7324707,-0.10838479,-0.6721157,-0.8902325,-0.07633665,-0.4490644,93.69013,0.86880606,0.024252594,0.49455833,0.98565674,-0.11741011,-0.121225476,-0.031087466,-0.20490351,-0.9782884,37.379288,0.9153645,6.726384E-4,0.40262538,0.9492099,-0.2351339,-0.20907567,-0.15020978,-0.32647318,-0.93319464,37.171444,2.14325,55.552776,2.7914152,2.0227606,1.7462841,taa
-0.528253,0.6848294,-0.5019534,-0.7645557,0.3254621,-0.5563534,-0.85624135,-0.071842074,-0.51155573,53.406292,-0.6279732,-0.0040493608,-0.77822423,-0.71862185,-0.008631259,-0.6953474,-0.8742404,-0.017888576,-0.4851634,88.27215,-0.557273,-0.13090286,-0.8199458,-0.71645635,-0.11305055,-0.68841106,-0.88803124,-0.07964024,-0.45283288,93.39266,0.872463,0.022553474,0.48815936,0.9841308,-0.11940022,-0.13126312,-0.0367359,-0.20436075,-0.978206,37.561626,0.91996074,-0.0031979978,0.3919974,0.9463206,-0.23755659,-0.21919015,-0.15738311,-0.3251751,-0.9324653,37.28542,2.1512926,55.09471,2.7949884,2.0286782,1.7469482,taa
-0.53131485,0.68130565,-0.5035146,-0.76491874,0.3225478,-0.55755,-0.8552415,-0.07382399,-0.51294446,53.534134,-0.6290029,-0.00304538,-0.7773968,-0.71925277,-0.0075009465,-0.6947079,-0.8763794,-0.016693354,-0.48133177,88.26989,-0.56283355,-0.12958023,-0.81635,-0.71843725,-0.11177823,-0.6865519,-0.8925326,-0.07722616,-0.44432145,93.448204,0.876709,0.02054897,0.48058176,0.9824456,-0.12144083,-0.14160718,-0.04660794,-0.20339599,-0.9779865,37.700542,0.92464745,-0.0065128803,0.38076818,0.94325095,-0.2394516,-0.23008807,-0.1708813,-0.3227135,-0.93094337,37.374023,2.1439395,55.27469,2.8060462,2.0291939,1.7412115,taa
-0.52138746,0.6919171,-0.49940568,-0.7623422,0.3310988,-0.55606467,-0.85637754,-0.0699707,-0.51158756,53.30648,-0.64402556,5.996227E-4,-0.765004,-0.7316184,-0.0033543408,-0.6817062,-0.88087165,-0.011525035,-0.4732152,88.37946,-0.5840305,-0.12340194,-0.8022971,-0.7281874,-0.105422676,-0.6772219,-0.89496666,-0.07082376,-0.44047555,93.65626,0.8767458,0.020531476,0.48051557,0.98263985,-0.12121317,-0.14045076,-0.046317913,-0.20342469,-0.97799444,37.68138,0.9248755,-0.0064962506,0.38021454,0.9434309,-0.23908193,-0.22973475,-0.17298564,-0.3223276,-0.9306885,37.360985,2.1324897,55.59638,2.8118994,2.0328739,1.7395947,taa
-0.522312,0.69085115,-0.4999151,-0.76303625,0.32866812,-0.5565546,-0.8561158,-0.07349694,-0.5115312,53.349373,-0.65013033,0.0012686253,-0.7598218,-0.7383411,-0.0026527643,-0.67442244,-0.88372076,-0.01054576,-0.4678961,88.46094,-0.60730433,-0.119924754,-0.78536606,-0.74161595,-0.10213101,-0.66300476,-0.89801955,-0.068547726,-0.43458277,93.92711,0.875437,0.021153122,0.48286915,0.98298484,-0.12080404,-0.1383737,-0.045928925,-0.2034631,-0.9780048,37.62274,0.92407984,-0.0055229366,0.38215992,0.9438243,-0.23860766,-0.22860907,-0.17388925,-0.32216164,-0.9305776,37.334103,2.1245205,55.740456,2.8074548,2.0149953,1.7345352,taa
-0.5353854,0.6766235,-0.5055126,-0.76582766,0.31801713,-0.55890316,-0.85426927,-0.07963759,-0.5136941,53.675602,-0.65763324,-0.0052235126,-0.7533201,-0.74610776,-0.009804904,-0.6657528,-0.88793373,-0.018500239,-0.45959917,88.70506,-0.6209228,-0.12152684,-0.7743938,-0.7509937,-0.10419625,-0.6520363,-0.90404713,-0.07079375,-0.4215293,94.12378,0.87465894,0.02152124,0.48426044,0.9825318,-0.12133989,-0.14109483,-0.050617956,-0.2029984,-0.9778698,37.598698,0.92670494,-0.0072993636,0.3757186,0.9419249,-0.23969935,-0.23520528,-0.18247727,-0.32057926,-0.92947876,37.383976,2.1162949,56.074398,2.8199923,2.0271738,1.732927,taa
-0.55936366,0.6493238,-0.5152581,-0.77247256,0.29610705,-0.561789,-0.85185134,-0.08560318,-0.5167413,54.222305,-0.6360979,-0.007392049,-0.77157307,-0.7279133,-0.012387246,-0.6855575,-0.8821557,-0.02218306,-0.47043532,88.485664,-0.60510486,-0.12551767,-0.7861893,-0.7360989,-0.10918698,-0.6680096,-0.89947104,-0.07521927,-0.43045807,93.87398,0.87630063,0.020743519,0.48131794,0.9815774,-0.12243752,-0.1466797,-0.054838203,-0.2025761,-0.9777299,37.680363,0.93165827,-0.011754304,0.36314586,0.9382804,-0.2423819,-0.24674048,-0.1910137,-0.31899646,-0.9283078,37.517136,2.1239126,55.563572,2.813036,2.02451,1.7355337,taa
-0.5696353,0.6362578,-0.52028036,-0.77572805,0.28178653,-0.5646614,-0.84943306,-0.094091535,-0.5192401,54.61293,-0.5856103,-0.001466006,-0.81059146,-0.68969625,-0.006477326,-0.7240699,-0.87085617,-0.01689154,-0.49124783,87.79461,-0.5770061,-0.12850285,-0.8065673,-0.71704644,-0.1122469,-0.6879282,-0.8938921,-0.07715386,-0.44159287,93.5064,0.8832553,0.01738897,0.46856984,0.97890556,-0.12530994,-0.16137274,-0.06350221,-0.20169762,-0.9773871,37.976723,0.93805194,-0.017403066,0.34605715,0.9323165,-0.24641113,-0.26470265,-0.20524105,-0.3163359,-0.92617905,37.708313,2.1401396,54.71628,2.8338914,1.9993013,1.7149619,taa
-0.5792364,0.6260867,-0.5220161,-0.7763101,0.2860577,-0.5617062,-0.8518135,-0.0845671,-0.5169741,54.457523,-0.50159717,-0.018840611,-0.8648962,-0.6206,-0.027790546,-0.7836348,-0.83914685,-0.045674443,-0.5419837,87.13812,-0.6271554,-0.13107726,-0.76778567,-0.7495456,-0.116095304,-0.65169275,-0.90029454,-0.0851607,-0.42686972,94.162605,0.89003146,0.014021456,0.4556836,0.975256,-0.12885197,-0.17964703,-0.0687576,-0.2011571,-0.97714293,38.39861,0.9418365,-0.021179318,0.33540353,0.9269157,-0.25034267,-0.27956337,-0.21175782,-0.31510785,-0.9251301,37.88107,2.1424499,52.765305,2.8186963,2.000851,1.7230879,taa
-0.6024535,0.5969085,-0.5298587,-0.7839591,0.2638542,-0.5619514,-0.8517715,-0.102342844,-0.51382065,54.81403,-0.43857095,-0.024582982,-0.89836043,-0.58171326,-0.03752145,-0.81252825,-0.8345436,-0.061847627,-0.5474595,86.70558,-0.6425378,-0.13592112,-0.7541028,-0.7593439,-0.12185317,-0.6391782,-0.9085647,-0.090860575,-0.4077438,94.388466,0.9050505,0.0061626732,0.4252599,0.9670807,-0.13566299,-0.21529204,-0.10425329,-0.1973527,-0.9747734,38.9245,0.9534605,-0.03024286,0.2999977,0.91433406,-0.255579,-0.31412196,-0.25874206,-0.3060753,-0.9161718,38.1619,2.1369176,51.67081,2.7659402,2.0061126,1.752195,taa
-0.60501885,0.59477437,-0.5293351,-0.78754723,0.25837103,-0.5594765,-0.8539865,-0.1150575,-0.50741374,54.672455,-0.45351708,-0.02533421,-0.8908874,-0.6032547,-0.03879255,-0.7966046,-0.84508,-0.06201476,-0.5310309,87.008766,-0.64430034,-0.1367935,-0.752439,-0.7602392,-0.1228987,-0.6379124,-0.91276366,-0.0909051,-0.3982445,94.4183,0.9047286,0.0063371956,0.42594117,0.9656923,-0.13670292,-0.22079527,-0.12821935,-0.19463256,-0.97245973,38.708664,0.95510167,-0.026885092,0.29505575,0.9119435,-0.2532974,-0.32279935,-0.30047396,-0.29777902,-0.9061142,38.040745,2.1314518,51.790684,2.7389305,1.9895922,1.7581682,taa
-0.61632884,0.5777106,-0.5351533,-0.7882423,0.24786282,-0.56323886,-0.85051185,-0.121997535,-0.5116116,55.152973,-0.4518978,-0.026384681,-0.8916794,-0.6119291,-0.041079164,-0.78984505,-0.8495323,-0.06437078,-0.52359474,87.13002,-0.639374,-0.12921733,-0.7579602,-0.74972004,-0.1153768,-0.65161973,-0.90685093,-0.082426846,-0.41331246,94.236206,0.8847932,0.016633421,0.46568686,0.9758397,-0.12831071,-0.17684254,-0.10388488,-0.19739357,-0.9748045,37.757507,0.9437108,-0.014599532,0.33044907,0.9261939,-0.24450749,-0.28702077,-0.2797633,-0.30192935,-0.9113568,37.592186,2.1547396,52.169117,2.742047,1.9846817,1.7541924,taa
-0.6223031,0.5666897,-0.5400015,-0.786492,0.24243566,-0.5680276,-0.8462231,-0.12590992,-0.5177385,55.6216,-0.46080044,-0.025816739,-0.88712823,-0.6145682,-0.039631486,-0.78786767,-0.8481229,-0.0620746,-0.5261507,87.161804,-0.63304746,-0.1284258,-0.7633858,-0.73484176,-0.11593819,-0.6682559,-0.90092236,-0.08233905,-0.4260974,94.01692,0.878839,0.019530416,0.47671866,0.97810936,-0.12611659,-0.16551948,-0.09126251,-0.19877613,-0.97578657,37.597076,0.9404774,-0.011969715,0.33964545,0.9293709,-0.24286678,-0.27800286,-0.2696033,-0.3039414,-0.913747,37.50799,2.1600416,52.36091,2.7498305,1.9836762,1.7498282,taa
-0.64069045,0.53601944,-0.5497261,-0.7887879,0.2207999,-0.5736383,-0.84066224,-0.13864693,-0.5235114,56.440735,-0.4466747,-0.02975607,-0.8942015,-0.6066358,-0.045390725,-0.793683,-0.8479923,-0.07036108,-0.5253175,87.14067,-0.60265714,-0.13343492,-0.7867652,-0.71321386,-0.12119791,-0.690389,-0.89805806,-0.08581695,-0.43142477,93.61776,0.8786544,0.019618988,0.4770549,0.9782628,-0.12596264,-0.16472715,-0.090205714,-0.19889045,-0.97586155,37.592278,0.94081235,-0.011864811,0.33871993,0.92859685,-0.24313822,-0.28034186,-0.27351058,-0.30316955,-0.9128418,37.515068,2.1734312,52.281643,2.7277536,1.9804907,1.7592645,taa
-0.6409133,0.53706366,-0.5484457,-0.79099655,0.21837956,-0.5715197,-0.8423223,-0.14494625,-0.5191181,56.307526,-0.48422313,-0.029783934,-0.87443745,-0.63849086,-0.044157743,-0.76836145,-0.8625474,-0.066465735,-0.5015917,87.59291,-0.6123659,-0.13343066,-0.7792331,-0.7236621,-0.120819,-0.67949677,-0.90115196,-0.086109966,-0.4248645,93.79549,0.8888536,0.014614165,0.4579581,0.9734965,-0.13043308,-0.1878609,-0.11174001,-0.19651622,-0.97411263,37.950684,0.9485731,-0.016894579,0.31610668,0.9162308,-0.24937099,-0.31358415,-0.30903205,-0.29604432,-0.9038013,37.78392,2.148226,53.034977,2.7290509,1.9796191,1.7581788,taa
-0.6059909,0.5914912,-0.5318959,-0.78688705,0.25208175,-0.5632614,-0.8506011,-0.13095772,-0.5092424,55.001972,-0.5039644,-0.022016138,-0.86344385,-0.6532048,-0.033953726,-0.75641966,-0.8666934,-0.052635223,-0.49605668,87.62526,-0.67191374,-0.13321975,-0.7285496,-0.77245766,-0.12021458,-0.62358457,-0.9108221,-0.090559274,-0.40274328,94.687225,0.8954308,0.011262715,0.44505814,0.9699373,-0.1334272,-0.20351565,-0.12697396,-0.19477698,-0.97259414,38.1881,0.95329845,-0.021924376,0.3012329,0.910325,-0.25269294,-0.3278028,-0.31849664,-0.29411268,-0.90114236,37.96098,2.1154304,53.354332,2.7519503,1.9773288,1.7457737,taa
-0.6216794,0.56404454,-0.543478,-0.7836847,0.23791352,-0.5737905,-0.84104925,-0.12703386,-0.5258313,56.100536,-0.40585038,-0.020642787,-0.91370636,-0.58187604,-0.0361889,-0.8124719,-0.8459938,-0.06125018,-0.52966297,86.55421,-0.63837326,-0.13375849,-0.758016,-0.7302153,-0.123098016,-0.67203605,-0.89106,-0.092602104,-0.4443387,93.983955,0.90127844,0.008192331,0.4331628,0.9687756,-0.13435318,-0.2083824,-0.12192722,-0.19535866,-0.97312325,38.46577,0.9544716,-0.023038656,0.29741085,0.90528923,-0.25578827,-0.33915147,-0.32220915,-0.29335105,-0.90007025,38.08516,2.149662,52.539356,2.7653444,1.98161,1.7412187,taa
-0.62168014,0.56243956,-0.5451382,-0.7853967,0.22631043,-0.5761385,-0.83865637,-0.13537154,-0.52757,56.390747,-0.35484725,-0.021818936,-0.93466973,-0.5321573,-0.03916043,-0.8457395,-0.83221805,-0.07019013,-0.54998773,85.914276,-0.6353479,-0.13742524,-0.7598996,-0.7657513,-0.12182638,-0.63149285,-0.87778044,-0.10030201,-0.4684453,94.30984,0.9323233,-0.009918779,0.36148977,0.9517472,-0.14585844,-0.27000463,-0.18257642,-0.18800372,-0.9650493,39.600548,0.96676797,-0.027776092,0.25414205,0.8598912,-0.27245897,-0.43168646,-0.4197255,-0.27249995,-0.8657796,38.821987,2.1333904,51.199413,2.7724361,1.9843585,1.7389891,taa
-0.6188587,0.5676071,-0.542988,-0.7879776,0.22255453,-0.5740737,-0.84007204,-0.1521548,-0.52069926,56.235283,-0.3593378,-0.02073875,-0.93297696,-0.5390072,-0.037822336,-0.8414516,-0.8341933,-0.06761879,-0.5473107,85.97154,-0.6245834,-0.14340332,-0.767679,-0.76789606,-0.12728995,-0.6278,-0.88092446,-0.10586241,-0.46126458,94.31333,0.9299908,-0.008427948,0.36748573,0.952417,-0.14546257,-0.2678474,-0.17990896,-0.18834409,-0.9654839,39.53771,0.9559499,-0.013425425,0.29322255,0.87478846,-0.26590902,-0.40501517,-0.40694815,-0.27532995,-0.8709687,38.38329,2.1480277,50.83916,2.7828832,1.9685684,1.7270465,taa
-0.63001454,0.55608106,-0.54208446,-0.7968997,0.21028988,-0.56632936,-0.84595084,-0.163428,-0.5076008,55.902203,-0.46899205,-0.020319283,-0.88296866,-0.61876637,-0.032390833,-0.7849071,-0.85377884,-0.052993685,-0.51793194,87.1094,-0.6712112,-0.13740626,-0.72841954,-0.71897435,-0.13203532,-0.6823801,-0.87443995,-0.10542843,-0.4735394,93.96395,0.8802812,0.018835485,0.47407848,0.9753085,-0.12880355,-0.17939621,-0.10608405,-0.19714934,-0.9746171,37.706623,0.93565756,-0.002171442,0.35290283,0.92155737,-0.2460893,-0.3002867,-0.3014245,-0.29758677,-0.9058616,37.498547,2.1485488,51.324635,2.816144,1.9664943,1.710836,taa
-0.6383172,0.5456834,-0.5429373,-0.80037177,0.2047085,-0.5634709,-0.8480076,-0.16573645,-0.5034028,55.843246,-0.50191414,-0.017014086,-0.86475015,-0.639574,-0.02704534,-0.7682537,-0.8582765,-0.044649065,-0.5112415,87.34628,-0.6879538,-0.13335979,-0.71339667,-0.6879534,-0.13336012,-0.7133969,-0.87125725,-0.10351139,-0.47978762,93.655136,0.8584686,0.028928995,0.5120496,0.98188984,-0.122082904,-0.14487335,-0.07377868,-0.20063496,-0.976884,37.092606,0.92776453,0.001214534,0.373164,0.9342289,-0.23969251,-0.26412874,-0.25915045,-0.30599552,-0.9160828,37.251976,2.1501238,51.15436,2.830151,1.9568129,1.7008867,taa
-0.6390034,0.5453398,-0.54247487,-0.8031242,0.19783099,-0.56200916,-0.8484382,-0.17645127,-0.49901646,55.832478,-0.5286804,-0.016881198,-0.848653,-0.6520637,-0.02560097,-0.75773174,-0.8629092,-0.04213342,-0.5035993,87.55791,-0.69552577,-0.12874049,-0.7068731,-0.6955266,-0.12873974,-0.70687246,-0.87478864,-0.0982475,-0.4744387,93.77589,0.8655595,0.025740802,0.5001439,0.97964936,-0.124537006,-0.15740854,-0.08862191,-0.19906098,-0.9759717,37.25307,0.9341398,-0.001641944,0.35690314,0.9269603,-0.24269958,-0.28607926,-0.29213253,-0.29945847,-0.90828586,37.37877,2.131877,51.113182,2.8372412,1.943864,1.6931243,taa
-0.638451,0.5450003,-0.54346573,-0.8046526,0.1878342,-0.5632517,-0.8461938,-0.19014107,-0.49779755,56.05688,-0.5477545,-0.02092582,-0.8363774,-0.66386634,-0.02960807,-0.74726504,-0.86893916,-0.046489954,-0.49273062,87.83613,-0.6718663,-0.13115713,-0.7289674,-0.7094311,-0.1267553,-0.69328254,-0.8857419,-0.09512387,-0.4543268,93.8792,0.8845457,0.016755193,0.46615273,0.97219694,-0.13155606,-0.19371675,-0.12369157,-0.19515595,-0.97294116,37.837994,0.9423393,-0.004927993,0.33462262,0.9139983,-0.2479415,-0.32114184,-0.34037668,-0.28959125,-0.89458406,37.59766,2.1184688,51.486942,2.8575017,1.944922,1.6849378,taa
-0.64279634,0.5367532,-0.54654276,-0.80666256,0.17275241,-0.5652009,-0.8434113,-0.19622748,-0.50015223,56.46236,-0.5588526,-0.026520044,-0.8288429,-0.65061057,-0.033949226,-0.75865257,-0.8618768,-0.052431405,-0.5044001,87.831116,-0.69257665,-0.12644297,-0.7101759,-0.7480638,-0.119092435,-0.6528536,-0.88480467,-0.09257224,-0.45667392,94.39745,0.92280763,-0.003989145,0.3852402,0.951048,-0.1462676,-0.2722377,-0.1853681,-0.18764585,-0.9645868,39.41155,0.95633304,-0.011728376,0.29204372,0.88508415,-0.25846702,-0.3870672,-0.4229062,-0.2717907,-0.8644537,38.087605,2.0739539,50.93601,2.8862114,1.9615527,1.6779344,taa
-0.64625245,0.5307498,-0.5483268,-0.808545,0.16201675,-0.5656902,-0.8422243,-0.19873913,-0.5011594,56.69419,-0.5725965,-0.021357834,-0.819559,-0.61176395,-0.02419725,-0.79067016,-0.85373247,-0.04325652,-0.5189118,87.33132,-0.66944647,-0.12714541,-0.7318985,-0.8354926,-0.10167956,-0.5400121,-0.88362503,-0.090478554,-0.45936954,95.136536,0.95629126,-0.027086362,0.29115862,0.91893786,-0.1618509,-0.35966274,-0.2630512,-0.17698571,-0.9484091,41.161232,0.954011,-3.9546192E-4,0.2997707,0.8300059,-0.28027958,-0.4822172,-0.5460398,-0.23777887,-0.8033066,38.540146,2.055097,50.34444,2.9280648,1.9698513,1.661977,taa
-0.6526061,0.5242568,-0.5470464,-0.8125097,0.15980734,-0.560615,-0.84633696,-0.19539875,-0.4955129,56.430603,-0.4853279,-0.006449491,-0.87430835,-0.6015507,-0.01321885,-0.79872525,-0.858877,-0.030409247,-0.5112783,86.66299,-0.6966209,-0.118138194,-0.7076458,-0.83761096,-0.0946475,-0.5380052,-0.87420315,-0.08610922,-0.47786397,95.18245,0.940256,-0.015193462,0.34012908,0.9371573,-0.15368408,-0.31323698,-0.22699928,-0.18210322,-0.9567181,40.160824,0.93912894,0.020307168,0.34296396,0.8587986,-0.26483244,-0.43855268,-0.5001397,-0.25392208,-0.827879,38.047493,2.0975084,50.48124,2.9624152,1.9784579,1.6488546,taa
-0.6511695,0.53024626,-0.5429708,-0.81940997,0.14872412,-0.55357766,-0.8491483,-0.2202372,-0.48004442,56.123066,-0.5031315,-0.0029211938,-0.86420494,-0.6354834,-0.009886771,-0.7720512,-0.88028705,-0.025252044,-0.4737689,87.02202,-0.73362076,-0.11866158,-0.66911864,-0.8349081,-0.10139626,-0.5409686,-0.9020096,-0.08495429,-0.4232746,95.567795,0.9576891,-0.028223008,0.2864175,0.92599535,-0.15885921,-0.3424855,-0.27639213,-0.17501539,-0.94497454,40.633236,0.94462264,0.0037452579,0.32813728,0.7801488,-0.30478376,-0.5463283,-0.61375976,-0.20891231,-0.76135045,38.988976,2.0594645,50.912983,2.9545944,1.9703624,1.6505264,taa
-0.6608889,0.5152282,-0.54567933,-0.82315254,0.13176133,-0.55232126,-0.846547,-0.24339639,-0.47340956,56.46761,-0.5211079,-0.009070873,-0.8534426,-0.6432125,-0.016436458,-0.7655114,-0.8844388,-0.033288896,-0.46546757,87.30708,-0.7404861,-0.11707649,-0.66179574,-0.8587633,-0.09550904,-0.5033922,-0.90619355,-0.083013594,-0.414635,95.849106,0.974437,-0.043814346,0.22034757,0.9119674,-0.16462725,-0.37578383,-0.2994989,-0.17150319,-0.9385559,41.64974,0.95303404,-0.02570878,0.30176985,0.75868344,-0.323772,-0.5653064,-0.6365955,-0.18849903,-0.7478064,39.344112,2.0249803,51.267765,2.9663265,1.9916134,1.649885,taa
-0.6561613,0.52157927,-0.54535073,-0.81756455,0.15121852,-0.5556268,-0.8475178,-0.22299743,-0.48164868,56.283695,-0.5320622,-0.0055418015,-0.84668714,-0.6148761,-0.010038942,-0.7885598,-0.8552646,-0.025050908,-0.5175855,86.91845,-0.6813268,-0.11676508,-0.722606,-0.8150395,-0.09549168,-0.571482,-0.8857321,-0.0790894,-0.45740938,95.00026,0.9342495,-0.011169434,0.35644484,0.94034594,-0.15208945,-0.30433217,-0.22397242,-0.18251899,-0.95735216,39.863422,0.9546564,-0.0024474561,0.29769933,0.8737345,-0.25980616,-0.4112038,-0.47272253,-0.260413,-0.8418541,38.06712,2.080496,49.681736,2.8755481,2.0267482,1.70365,taa
